ID,名称,年代,规格,简介,图片url
472,Jade Hat,"Unearthed at Bi Yuan tomb in Lingyanshan, Suzhou, Jiangsu Province, 1970","Height 6 cm, Length 9 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/06/15/159221162922631玉发冠.png
473,Openwork Red Pottery,"Unearthed at the Huating Site, Xinyi, Jiangsu Province, 1989","Height 33.2 cm, Diameter of Mouth 21.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/06/22/159281145234507镂空红陶器.png
474,Painted Pottery Ware Holder,"Unearthed at Dadunzi Site, Pi County, Jiangsu Province, 1976","Height 24.1 cm, Diameter of Mouth 19 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/06/22/159281126955306彩陶器座.png
475,Painted Oblate-shaped Flower-leaf-patterned Pottery Bowl,"Unearthed at Dadunzi Site, Pi County, Jiangsu Province, 1976","Height 9.4 cm, Diameter of Mouth 14 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/05/26/159048178802504彩陶花叶纹扁腹钵.png
476,Black Lacquered Painted Pottery Cup,This cup is a narrow-mouthed and tube-shaped piece of fine sand grey pottery earthenware with a long arched belly and a solid falt base. The whole exterior is painted with balck lacquer and then covered with brown lacquer. The lower part of the belly is decorated with a cyclical cord pattern.,"Height 10.3 cm, Diameter of Mouth 6 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-1：3825-A-1.jpg
477,Carved Triangular-patterned Pottery Jar,"Unearthed at Ang'angxi Site, Tsitsihar, Heilongjiang Province, 1930","Height 11.5 cm, Diameter of Mouth 8.9 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-1：1-A-1.jpg
478,Brick Painting of the Seven Sages of the Bamboo Grove and Rong Qiqi,"Unearthed from Xishanqiao, Nanjing, Jiangsu Province, 1960","Top: Height 78 cm, Length 242.5 cm
Bottom: Height 78 cm, Length 241.5 cm","They are painted bricks from two walls of a nobleman's tomb. On one wall the pictorial bricks show ""The Seven Sages of the Bamboo Grove"", a group of distinguished scholars of the Three Kingdoms and Western Jin period. The eighth figure is Rong Qiqi, a famous folk hero of the Spring and Autumn period. As recorded in the Biography of Profound Scholars, when Confucius visited the Tai Mountain, he saw Rong living a reclusive and simple life in wild fields, singing and playing the qin (a zitherlike traditional instrument). Confucius regarded him as an ancient ""profound scholar"" and so he was attributed the same acclaim as the ""Seven Sages"". With subtle line strokes, the bricks depict the inner world of the eight figures in their times. The mould of the brick is made from clay and impressed on the brick before firing.",https://www.njmuseum.com/files/nb/collection/modify/2020/09/08/1599555203297竹林七贤.jpg
479,Gilded Buddha Tile,"collected in Nanjing, Jiangsu Province in 1954","Height 43 cm, Width 35.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-1：2053-A-1.jpg
480,Bamboo-shoot-shaped Pottery Water Container,collected form Shanghai,"Height 5.8 cm, Length 18 cm, Width 5.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-1：2618-A-1.jpg
481,Chen Mingyuan Purple Clay Ewer,handed down from ancient times,"Height 11.2 cm, Diameter of Mouth 3 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-1：1841-A-1.jpg
482,无标题,无年代,无尺寸,无简介,无图片
483,Nao (Musical Instrument) with Animal-mask Motif,"Unearthed at Hengxi, Jiangning, Jiangsu Province, 1974","Overall Height 46 cm, Length of Handle 19.5 cm, Width Between Tips 31 cm","A Nao is a military musical instrument, held upwards when striking. It has an oval cross-section, with the middle part curving inwards, with two ends pointing upwards. The cavity of the handle connects with the interior. The drum is decorated with a taotie design and the body with a mixture of fine and thick cloud patterns and rings of dots - a more intricate pattern than is usually found in Shang taotie designs. The patterns are all incised with only the two eyes protruding. Nao of the Shang and Zhou Dynasties is native to the middle and lower reaches of the Yangtze River.",https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-3：7246-A-1.png
484,"Dish (Western Zhou Dynasty, King Gong of Zhou)","This Dish has an open mouth, thick rim, shallow belly, short round foot and two ear-like rings. The belly is decorated with ragged curves. There is a thin ring around the base. There are eight lines with 89 characters in the bowl describing an award to an official. Based on palace records and the names inscribed, it dates to the period of King Gong of Zhou. This is a standard vessel that contains detailed information about its time.","Overall Height 11.9 cm, Diameter of Mouth 37.9 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-3：57-A-2.png
485,Bronze Bu (for holding water or wine) with incision Design,无年代,"Unearthed at Woxicun Village, Xizhuxiang Town, Yixing, Jiangsu Province, 1987",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-3：7704-A-1.png
486,Gold-and-silver-inlaid Bronze Ewer,"Unearthed at Nanyaozhuang, Xuyi, Jiangsu Province, 1982","Overall Height 24 cm, Diameter of Mouth 12.8 cm","This vessel is a gall-shaped vase with three parts welded together, namely the pot body,  decorated sheath and round base. The sheath has three layers of hollow carved nets decorated with designs of loongs and plums. There is a horizontal band across the net pattern featuring the heads of beasts holding rings and four beasts hanging upside down. The neck, round foot and band are decorated with gold-inlaid cloud patterns and the shoulder and belly with silver-inlaid cloud patterns. It is a daily utensil with 40 characters carved on the rim and around the ring foot, inside and out. The vase is a rare treasure of the pre-Qin period using silver, gold and jade inlays.",https://www.njmuseum.com/files/nb/collection/modify/2020/09/15/160015651052032000001-3：7549／1—2-A-1.JPG
487,Jade Vase with Pierced Handles in Chi (Hornless Loong) Design,"unearthed at Hongjue Temple, Niushou Mountain, Nanjing, Jiangsu Province in 1956",Height 18.7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-0：1369-A-1.jpg
488,White-jade Ruyi (one auspicious object) in form of a glossy ganoderma,无年代,Length 41 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-0：1035-A-1.jpg
489,"Jade Book, Record of Huai Origin, Made by Order",无年代,"Length of Each Leaf 23.6 cm, Width 11.4 cm, Thickness 0.6 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-0：5400／1—8-A-1.jpg
490,Porcelain Toilet Box with Black Lotus Design on White Ground,无年代,"Height 12.2 cm, Diameter of Mouth 19.3 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/06/16/159229388243513磁州窑白地黑花莲纹瓷镜盒北宋.png
491,"Bluish-white Porcelain Silver-ingot-shaped Pillow Printed with Lion and Silk-ball Patterns, Jingdezhen Ware","Unearthed in Banqiao, Nanjing, Jiangsu Provoince, 1956","Height 12.4 cm, Length 18.4 cm, Width 11 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：3966-A-1.png
492,Sky-color-glazed Tri-legged Porcelain Xi ( for washing) with Drum Nails,"There are drum nails on the outside of the mouth and near the bottom. It is with three legs. It is round and in flat drum shape. There are 17 drum nails on the edge of the mouth. There are also 15 drum nails near the middle of the two string patterns. The distribution of them is well-proportioned. shape. Its porcelain body is gray-white. Although the bottom is with sky-color celadon, part of the color becomes that of sesame sauce. The body is painted with sky-color celadon with patterns of earthworms moving across muds.","Height 6.9 cm, Width 18 cm, Diameter of Mouth 17.8 cm, Diameter of Base 13.6 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：776-A-1.png
493,White-galzed Broken Vase from Xiao Kiln,"There are inscriptions reading ""Zhao Shun Jin, the potter of Baitu Town, obtained a pair of Aita Buddha vases and offered them to Zhennan Temple in the town"" on the belly and the base part of the vase. Its neck also has the inscription indicating the origin and date of the vase: made on 22 February 1141, the 1st year of the Huangtong reign.",Height 37 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：5765-A-1.png
494,"Underglazed Red Plum Vase with Design of Pine, Bamboo and Prunus from the Jingdezhen Official Kiln","Unearthed from Ancheng Princess tomb in Dongshanqiao, Jiangning, Jiangsu Province in 1957","Height 42.4 cm, Diameter of Mouth 6.4 cm","The too of the cover is like a hanging bell with a small knob with a flame desion and a flat surface. The bllshaped cover is decorated with lotus, peony and other patterns in white and red. The vase has a lip-shaped rim, short neck, broad shoulders, long belly, binding shank, flat indented base and a short ring foot. It is white glazed with a tinge of blue. The inner wall is qlazed with a sandy bottom. The neck has a double two-stemmed banana leaf pattern. The shoulder has three layers of patterns of Ruyi cloud design, scroll design and interlocked chrysanthemum designs in red and white. The belly is decorated with pine, bamboo and prunus with artificial mountains, banana branches and sea wave designs below. The shank is decorated with Ruyi and lotus- petal designs.",https://www.njmuseum.com/files/nb/collection/modify/2019/10/25/32000001-10：2259-A-1.png
495,陈之佛 槐荫栖鸠,轴 纸本 设色,102cmХ40cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/15/160015965012103.jpg
496,陈之佛 春朝鸣喜,轴 纸本 设色,127cmХ63cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/15/160015999678104.jpg
497,"Blue-and-white Censer with ""Hill of Longevity"" and ""Sea of Happiness"" Designs from the Jingdezhen Official Kiln","This censer is sculpted in the shape of a bronze vessel with a dish opening, square rim, binding neck, round belly and small flat base. The ground colour is smalt blue painted with white ""hill of longevity"" and ""sea of happiness"" designs, rich in blue-and-white lustre. The whole of this censer has a compelling artistic tension. The inner wall is half-glazed with a sandy bottom. A similar blue-and-white censer was once unearthed at the Zhushan imperial kiln in Jingdezhen but this one is the only complete piece known to exist anywhere in the whole world.","Height 58.8 cm, Diameter of Mouth 38 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/11/08\2：6342.png
498,陈之佛 梅鹤,轴 纸本 设色,131cmХ63cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2023/03/17/1679043695181梅鹤.png
499,Yellow-glazed Gilded Porcelain Jar with Double Ear Handles from the Jingdezhen Official Kiln,无年代,"Height 3.9 cm, Diameter of Mouth 20.1 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：6480-D-1.png
500,Blue-and-white Jar with Lid with Loong Pattern from the Jingdezhen Official Kiln,无年代,"Height 64.5 cm, Diameter of Mouth 25.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：6588-A-1.png
501,Yellow-ground Blue-and-white Bowl with Loong Design from the Jingdezhen Official Kiln,无年代,"Height 5 cm, Diameter of Mouth 14.3 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：5451-A-1.png
502,Blue-and-white Flat Loong-design Bottle from the Jingdezhen Official Kiln,无年代,"Height 45.5 cm, Diameter of Mouth 8.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/06/16/159229678219118景德镇官窑青花云龙纹瓷扁瓶  明永乐.png
503,Double-eared Blue-and-white Hexagonal Vase with Flower Pattern from the Jingdezhen Official Kiln,无年代,"Height 37.5 cm, Diameter of Mouth 9 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：824-A-1.png
504,Pear-shaped Vase with Flared Lip Decorated with Flower and Plant Patterns in Famille Rose from the Jingdezhen Official Kiln,无年代,"Height 29 cm, Diameter of Mouth 8.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：6597-A-1.png
505,无标题,无年代,无尺寸,无简介,无图片
506,Blue-and-white Zun (Vase) with Multiple Shou (longevity in Chinese) Patterns from the Jingdezhen Official Kiln,无年代,"Height 77cm, Diameter of Mouth 38 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：6477-A-1.png
507,Pea-green Flowerpot with Colorful Flower and Bird Patterns from the Jingdezhen Official Kiln,无年代,"Height 33cm, Diameter of Mouth 60.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：6590-A-1.png
508,"Flowerpot in Underglazed Blue and with Enamels of Contrasting Colors and Patterns of Two Immortal Beings, Jingdezhen Official Kiln Ware","Under its folded rim, there is inscription in regular script which in English is ""made in the Kangxi reign of the Great Qing"".","Height 33 cm, Area of Mouth 44 cm x 58.5 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：6592-A-1.png
509,Gold-decorated Blue-glazed Reticulated Revolving Vase with the Qianlong Emperor in a Hunting Scene from the Jingdezhen Official Kiln,"This revolving vase is ingeniously constructed. It comprises six parts: the cover, the neck, the outer base, the inner vase liner, the in-between compartment and the base. These parts are fired separately then assembled, working from the inside to the outside and from top to bottom, the first stage being when the vase is seated on its base. The interstices are filled in and decorated in a golden color. Finally, it is baked at a low temperature to fix the position of the inner vase liner. The background to a scene of the Qianlong emperor is painted in famille rose enamels and then the emperor, his entourage and hounds are carved in ivory and hung in the relevant places on the painted background of the inner vase liner. Circular holes are cut in each of the four sides of the outer vase, in each of which are kneeling inlaid figures greeting the emperor. When the neck is turned, the bronze spinning device attached to it causes the inner vase to spin. Through the viewing holes the prostrated officials can be seen in the foreground while the emperor, attended by guides and bodyguards, appears to be approaching on a horse, with mountains just discernible in the distance. As the inner vase spins the scene of the emperor hunting unfolds, a truly amazing spectacle. (Drawings by Li Zhongyi and Fei Lingya)","Height 60.5 cm, Diameter of Mouth 20 cm",无简介,https://www.njmuseum.com/files/nb/collection/modify/2019/10/24/32000001-2：1128-A-2.png
