名称,年代,规格,简介,图片url
-【明末清初】王时敏 《端阳墨花轴》-,明末清初,内纵 115厘米 横51.3厘米,"王时敏（1592 — 1680年)，字逊之，号烟客，又号西庐老人,江苏太仓人。与王鉴、王翚、王原祁合称“四王”，偕吴历、恽寿平合称“清六家”。工诗文，善书，尤善画山水，著有《王烟客集》。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308140745qYHBSc.jpg
-【清】翁方纲《七言行书轴》-,清,内纵 135.4 厘米 横 31 厘米,"翁方纲(1733 - 1818年)，字正三，号覃溪，又号苏斋,顺天大兴（今北京）人。清代中期著名诗人、学者。与同时的刘墉、梁同书、王文治齐名，并称“翁刘梁王”。亦有以其与刘墉、成亲王永瑆、铁保并称“翁刘成铁”者。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309145329VUvS5v.jpg
-【明末清初】王原祁 《仿赵大年江乡春晓图轴》-,明末清初,内纵 58.6厘米 横135.1厘米,"王原祁（1642－1715年)，字茂京，号麓台，又号石师道人，江苏太仓人。王时敏之孙。康熙九年（1670年）进士，奉内廷，官至户部侍郎，人称王司农。登第后,专心学画。善画山水,宗法黄公望!用笔沉着，功力浑厚。亦工诗文，精鉴古今名回。与王时敏并称为“娄东派”，为清初六大家之一。著有《雨窗漫笔》《扫花庵晒跋》。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308160157fc06gf.jpg
-【明】沈周《花鸟册》-,明,内纵30.3厘米、横52.4厘米,沈周（1427－1509年），字启南，号石田，晚号白石翁，长洲（今江苏苏州）人。少承家学，其山水画受“元四家”中黄公望、吴镇的影响最大，晚年专攻吴镇，形成苍老、雄健和用墨圆润的特点。其画有粗笔和细笔两种，名之为“粗沈”和“细沈”。同时亦擅画水墨花鸟和杂画。他在当时已享有盛名，据说其画“片缘朝出，午已有副本”。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210304165915hdKaqO.jpg
-【清】罗聘 《兰花图册》(节选)-,清,内纵 24.1厘米 横31.2 厘米,"罗聘（1733 － 1799年)，字遁夫，号两峰、花之寺僧。金农弟子,“扬州八怪”之一。善画山水、人物、花卉、佛像，喜作鬼趣图，笔情古逸，皆臻妙。亦工篆刻。作品有《苏斋图轴》《丁敬像轴》《梅兰竹石图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308164000JGDBDg.jpg
-【清】高凤翰《甘菊图轴》-,清,内纵 125.5厘米 横49.8厘米,"高凤翰（1683－1748年)，字西园，号南村，晚号南阜。善山水，纵逸不拘于法。画花卉亦奇逸天趣。后因病用左手作书画，自号尚左生。亦工草书，篆刻,富藏砚。作品有《野趣图轴》、《雪景竹石图轴》、《山水图册》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308161051jJMTRV.jpg
-【明】孙枝《踏雪访友图轴》-,明,内纵148厘米、横37.5厘米,孙枝，生卒年不详。字叔达，号华林、华林居士，江苏苏州人。画山水法文徵明，有洒然出尘之致，亦善人物、花卉。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308133735wVo2JJ.jpg
-【清】李鱓《芍药图轴》-,清,内纵 92 厘米 横 35.6厘米,分微妙，潇洒泼辣。款署“乾隆二年(1737年)中春”，李墀时年五十二岁。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308161626Z3qTAM.jpg
-【清】郑燮 《行草七律轴》-,清,内纵 141.8 厘米 横 71.8 厘米,郑燮（1693 － 1765 年)，字克柔，号板桥，江苏兴化人。乾隆元年（1736年）进士，曾任山东范县、潍县知县，为赈灾事而罢官。晚年居扬州，卖画自给。为“扬州八怪”之一，工诗文书画，兼画花卉，尤长兰竹。书法别致，隶楷参半，自称六分半书。著有《板桥全集》。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309144711ZbcWeU.jpg
-【清】罗聘 《筤谷图轴》-,清,内纵 91.7 厘米 横 53 厘米,"罗聘（1733 － 1799年)，字遁夫，号两峰、花之寺僧。金农弟子,“扬州八怪”之一。善画山水、人物、花卉、佛像，喜作鬼趣图，笔情古逸，皆臻妙。亦工篆刻。作品有《苏斋图轴》《丁敬像轴》《梅兰竹石图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/202103081637362JisMI.jpg
-【明】董其昌 《草书五言诗轴》-,明,内纵 121.2 厘米 横 55.2 厘米,"董其昌（1555 － 1636年),字玄宰,号思白,华亭(今上海松江)人,万历十六年（1588年）进士，官至礼部尚书，谥文敏。书画之妙，跨绝一代。作品有《画禅室随笔》、《画旨》、《画眼》、《容台集》。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309140704WrOIuj.jpg
- 【明】文伯仁《为怀谷作山水轴》-,明,内纵120.5厘米、横29厘米,文伯仁（1502－1575年），字德承，号五峰山人，长洲（今江苏苏州）人。文徵明侄子。擅长山水、人物，能传家法，参以王蒙，笔墨细劲缜密。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308110553o1Kltk.jpg
-【清】李鱓《凤雨芭蕉图轴》-,清,内纵 129.9 厘米 横 60.6厘米,李鱓 （1686 － 1757年)，字宗场，号复堂，又号懊道人，江苏兴化人。康熙五十年（1711年）举人，曾任山东滕县知县。学画于蒋廷锡、高其佩，为“扬州八怪”之一。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308161806wVeb9z.jpg
-【明】文徵明 《尺牍册》-,明,内纵 25.5 厘米 横 25.5 厘米,"文徵明（1470－1559年)，初名壁，字徵明，后改字徵仲，号衡山居士，长洲（今江苏苏州）人。曾任翰林院待诏。习诗文于吴宽，学书于李应祯，画则师从沈周。工书法，尤精绘画，与沈周齐名,画史并尊为吴派宗师,为明四家之一。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309132208mjVIRU.jpg
-【明】董其昌《绿溪青嶂图卷》-,明,内纵28.2厘米、横191.5厘米,董其昌（1555 —1636年），字玄宰，号思白，华亭（今上海松江）人。万历十六年（1588年）进士，官至礼部尚书，谥文敏。书画之妙，跨绝一代。著有《画禅室随笔》《画旨》《画眼》《容台集》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308113217EUAY7w.jpg
-【明】王问《赏月图金面扇页》-,明,内纵18.4厘米、横51.2厘米,王问（1497－1576年），字子欲，学者称为仲山先生，江苏无锡人。嘉靖十七年（1538年）进士，授户部主事，擢广东按察佥事，未赴任。善诗文书画。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308103254jobxdo.jpg
-【明】文从简《行书册页》-,明,内纵30.7厘米横25.5厘米,文从简（1574 - 1648年)，宇彦可，号枕烟老人，长洲（今江苏苏州）人。文徵明曾孙，文嘉孙，元善长子。山水画似文徵明、文嘉，能传家法，笔墨简淡，略带荒率之致，但较少变化。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103091424589KUAbh.jpg
-【清】华嵒《宋儒诗意图轴》-,清,内纵 86.9 厘米 横117.2 厘米,"华嵒（1682 － 1756年)，字秋岳，一字空尘,号新罗山人,又号白沙道人、离垢居士、东园生、布衣生。福建临汀人，侨寓扬州。工诗善画，山水、花鸟、人物皆精，尤以人物见长，随意点染，无不佳妙。他寓居扬州较久，扬州人遂得传他的画派。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308160732nKN4L1.jpg
-【明】沈周《岸波图卷》-,明,内纵30.1厘米、横160.9厘米,沈周（1427－1509年），字启南，号石田，晚号白石翁，长洲（今江苏苏州）人。少承家学，其山水画受“元四家”中黄公望、吴镇的影响最大，晚年专攻吴镇，形成苍老、雄健和用墨圆润的特点。其画有粗笔和细笔两种，名之为“粗沈”和“细沈”。同时亦擅画水墨花鸟和杂画。他在当时已享有盛名，据说其画“片缘朝出，午已有副本”。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210304170127MIqDCX.jpg
-【清】沈铨《碧梧栖凤图轴》-,清,内纵 226.4 厘米 横158.7 厘米,"沈铨(1682－约1760年)，字衡之，号南苹，浙江湖州人。擅画花鸟走兽,以精密妍丽见长。也擅长画仕女。曾侨居日本三年。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308160845ddgMet.jpg
-【明】周天球《楷书子凉览古一首金面扇页》-,明,内纵 18 厘米 横 50.7 厘米,"周天球（1514 － 1595 年)，字公瑕，号幼海，一作幻海，又号六止生、六止居士、群玉山人、群玉山樵，长洲（今江苏苏州)人,少年时于文徵明门下学习书法,博学多识,以诗文、书画名世。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309135040yyfl5m.jpg
-【清】屠倬《为南雅作山水轴》-,清,内纵 141 厘米 横32.2 厘米,屠倬（1781 - 1828年)，字孟昭，号琴隖，晚号潜园、耶溪渔隐，钱塘（今浙江杭州）人。嘉庆十三年（1808年)进士，官至九江知府。隶、正、行书，无所不精，能绘画。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309104206uikiEP.jpg
-【明】归昌世《竹石图轴》-,明,内纵120.6厘米、横30.9厘米,归昌世（1573-1645年），字文休，号假庵。江苏昆山人，居常熟。归有光之孙。十岁便善作诗，无意仕途。工书法，宗晋唐，草书功力颇深。绘画效法倪云林与黄公望，篆刻脱胎于文彭，善变化布局。他认为，刻印必须探寻古人的心灵，方能形神相合。著有《假庵集》《假庵诗草》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308113641c9ImSf.jpg
-【明末清初】王鉴《虞山十景册》（节选》-,明末清初,内纵18厘米 横25.6厘米,王鉴（1609 － 1677年)，字圆照，号湘碧，又号染香庵主，江苏太仓人。王世贞之孙。崇祯六年（1633年）举人，曾为廉州太守。善画山水，笔法圆浑，用笔浓润，摹古尤精，与王时敏齐名。著有《染香庵集》。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308141225VUlLTj.jpg
-【明末清初】朱轩《山水册》-,明末清初,内纵 24.4 厘米 横17 厘米,朱轩（1620 — 1690年)，字韶九，号雪田，上海华亭人。少学书于董其昌，学画于赵左。董其昌画作多有收藏，故其画能兼众长。著有《江南通志》《图绘宝鉴续纂》《百幅庵画寄》。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308142559IWzago.jpg
- 【清】任颐《风尘三侠图轴》-,清,内纵 114.8 厘米 横 43.6 厘米,"任颐（1840 － 1895年，一作 1840 － 1896年),初名润，字伯年，号小楼，后改名颐，浙江绍兴人。长期寓居上海，以卖画为生。擅长画肖像、人物和花鸟，画风受陈洪绶，任熊的影响而又有创新，是海派代表。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309111011ldFEf4.jpg
-【明】何适《林中草亭图轴》-,明,内纵170.2厘米、横44.8厘米,何适，字达生，号天游，又号天台山人、陶庵，广东东莞人。从娄坚学诗，李流芳学画，又得沈春泽指授，以写兰名于时，尤以干蕊枯叶入妙品，山水得戴进笔意。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308133628DGR8cp.jpg
-【清】查士标《行草七绝诗轴》-,清,内纵 126.9 厘米 横 57.5 厘米,"查士标（1655 － 1698年)，字二瞻，号梅壑散人。工诗、书、画。善画山水,师法元代倪瓒,用笔不多,惜墨如金。书法学董其昌。作品有《水竹茆斋图轴》、《执杖探幽图轴》、《山水图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309143940FCzSJF.jpg
-【清】黄易《七言篆书联》-,清,内纵 108.5 厘米 横 19.6 厘米,黄易（1744 － 1802年)，字大易，号小松，仁和（今浙江杭州）人。工诗、书、画，尤精篆刻。绘画作品能吸收金石书法的拙朴趣味。作品有《书画诗翰合册》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/2021030914561424nwqz.jpg
-【清】方薰 《柏龄图轴》-,清,内纵132.3 厘米 横 24.5 厘米,方薰（1736 — 1799 年)，字兰坻，号兰如、兰生、长青。工诗文、篆刻，善画山水、人物、花鸟、草虫，晚年喜作梅竹、松石。作品有《摹宋人设色花卉图卷》《山水图册》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308164139GYQ4DB.jpg
-【明】戴进《归舟图卷》-,明,内纵36.5厘米、横76.5厘米,戴进（1388－1462年），字文进，号静庵，又号玉泉山人，浙江杭州人。山水、人物、翎毛、花卉兼擅。取法南宋马夏，上溯北宋，并及元人，笔墨劲健而法度谨严。画史称为浙派宗师。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103041657110GiUzV.jpg
-【清】李方膺 《松石图轴》-,清,内纵 148.8 厘米 横80.4 厘米,李方膺（1695 － 1754年)，字虬仲，号晴江，又号秋池。“扬州八怪”之一，善画松、竹、梅、兰。笔墨放纵，不守成规。作品有《鲇鱼图轴》《潇湘风竹图轴》《盆兰图轴》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308163404ZzyCew.jpg
-【清】改琦《竹石幽兰图轴》-,清,内纵 132 厘米 横 30.8厘米,"改琦(1773－1828年,一作1774－1829年)，字伯蕴，号香白、七芗，别号玉壶外史。工人物、花草、兰竹小品，尤以仕女画著名。师前人而又独具风貌。作品有《逗秋小阁学书图轴》《竹下仕女图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/202103081649312VVuMQ.jpg
-【明】郑元勋 《临石田山水轴》-,明,内纵 125.2 厘米 横52 厘米,"郑元勋(1598－1644年),字超宗,祖籍安徽歙县,随父母寄居扬州。交友广泛，善于绘画，崇祯十六年（1643 年）中进士。其诗集有《媚幽阁文娱》。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308140207XPTrYi.jpg
-【清】蔡嘉 《山水册》-,清,内纵 25.4 厘米 横35.3 厘米,"蔡嘉，生卒年不详。字松原、岑州，号雪堂、旅亭。工诗文,善画花鸟、山石,尤善青绿山水。作品有《神龟图轴》、《冯虚阁秋爽图轴》《秋夜读书图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309111528PQvKKx.jpg
